age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
46,management,married,university.degree,no,no,no,telephone,may,mon,103.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,admin,single,university.degree,no,no,yes,telephone,jun,fri,159.0,9.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32,admin,single,university.degree,no,unknown,unknown,cellular,aug,fri,107.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
33,admin,single,university.degree,no,yes,no,cellular,aug,tue,226.0,4.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
58,retired,married,professional.course,unknown,no,no,cellular,nov,fri,158.0,3.0,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
36,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,166.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
41,technician,married,university.degree,no,yes,no,telephone,may,fri,67.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,technician,single,professional.course,no,yes,no,cellular,aug,wed,290.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
29,admin,married,university.degree,no,no,yes,cellular,aug,fri,14.0,5.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
51,technician,single,university.degree,no,no,no,cellular,jun,fri,657.0,1.0,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
52,management,married,university.degree,no,no,no,cellular,aug,tue,600.0,1.0,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,yes
44,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,41.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
42,admin,married,high.school,no,no,yes,cellular,jul,thu,219.0,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,admin,married,university.degree,unknown,no,no,cellular,aug,tue,101.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
32,services,married,high.school,unknown,no,no,cellular,jul,mon,44.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
32,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,41.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,services,married,basic.4y,no,no,yes,telephone,jun,thu,90.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
32,technician,married,university.degree,no,yes,no,cellular,aug,thu,402.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
31,technician,married,professional.course,no,no,no,cellular,apr,mon,551.0,3.0,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no
37,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,wed,184.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
43,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,340.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
30,technician,married,university.degree,no,no,no,telephone,may,mon,165.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,264.0,4.0,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
36,management,married,unknown,no,no,no,cellular,jun,mon,98.0,2.0,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,no
29,admin,single,university.degree,no,yes,no,cellular,jul,mon,333.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
52,admin,divorced,university.degree,no,yes,yes,cellular,nov,tue,183.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
54,retired,divorced,basic.4y,no,no,no,telephone,jun,mon,157.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
31,services,married,professional.course,no,no,no,cellular,nov,thu,627.0,3.0,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
37,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,wed,345.0,10.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
40,technician,single,university.degree,no,no,no,cellular,nov,mon,141.0,3.0,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
43,technician,married,professional.course,unknown,no,no,cellular,may,thu,681.0,5.0,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
35,technician,divorced,professional.course,no,no,no,cellular,jun,wed,66.0,1.0,13,2,failure,-1.7,94.055,-39.8,0.739,4991.6,no
37,admin,single,high.school,no,yes,no,cellular,jul,mon,291.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
35,services,married,basic.6y,no,no,no,telephone,may,mon,70.0,6.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
53,admin,married,professional.course,no,yes,yes,cellular,nov,tue,140.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
55,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,345.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
40,unemployed,married,professional.course,no,no,yes,telephone,sep,fri,91.0,1.0,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,yes
28,blue-collar,single,high.school,no,yes,no,telephone,apr,thu,240.0,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
39,blue-collar,single,basic.4y,no,no,yes,telephone,jun,fri,396.0,4.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
41,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,491.0,1.0,999,2,failure,-1.8,92.893,-46.2,1.313,5099.1,no
46,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,tue,398.0,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
52,self-employed,married,university.degree,unknown,no,no,telephone,may,mon,175.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,admin,single,high.school,no,no,yes,telephone,jul,fri,12.0,1.0,999,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,no
31,unemployed,married,high.school,yes,no,no,cellular,nov,tue,111.0,2.0,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
31,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,129.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
31,admin,married,university.degree,no,no,no,cellular,aug,wed,196.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
35,services,married,high.school,no,yes,no,cellular,jul,tue,377.0,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
58,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,184.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
38,technician,married,professional.course,no,yes,no,cellular,mar,fri,363.0,2.0,10,1,success,-1.8,92.843,-50,1.726,5099.1,yes
51,admin,married,basic.4y,unknown,no,no,cellular,may,tue,516.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
36,technician,married,professional.course,no,no,no,telephone,jun,mon,151.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
47,blue-collar,married,high.school,unknown,yes,no,telephone,jun,mon,224.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
49,admin,single,high.school,no,no,no,cellular,aug,thu,103.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39,housemaid,married,basic.4y,no,yes,yes,cellular,aug,fri,215.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33,admin,single,university.degree,unknown,yes,no,cellular,aug,wed,183.0,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
66,retired,married,professional.course,no,no,yes,cellular,mar,tue,525.0,1.0,21,2,failure,-1.8,93.369,-34.8,0.655,5008.7,yes
36,technician,married,professional.course,no,yes,no,cellular,aug,mon,45.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
46,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,tue,332.0,3.0,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
44,services,married,professional.course,unknown,yes,no,cellular,may,thu,428.0,2.0,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
50,technician,married,professional.course,unknown,yes,yes,telephone,jun,fri,705.0,7.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
32,services,married,professional.course,no,yes,no,telephone,may,fri,379.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
52,housemaid,married,basic.6y,no,yes,no,cellular,aug,fri,268.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
26,blue-collar,single,high.school,no,no,no,telephone,may,fri,213.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,admin,single,university.degree,no,no,no,cellular,aug,thu,180.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34,technician,divorced,professional.course,no,yes,no,telephone,may,wed,296.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30,management,married,university.degree,no,yes,yes,cellular,nov,tue,196.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
56,retired,married,basic.4y,no,no,no,cellular,nov,fri,163.0,2.0,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
33,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,76.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
31,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,fri,597.0,17.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
47,admin,single,unknown,unknown,yes,no,telephone,may,tue,247.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,services,married,professional.course,no,no,no,telephone,jun,tue,75.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
54,technician,married,basic.4y,no,no,no,telephone,may,tue,120.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,technician,single,university.degree,no,no,no,cellular,nov,thu,78.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
40,self-employed,married,unknown,unknown,no,no,cellular,jul,mon,143.0,9.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,services,married,high.school,no,yes,no,telephone,jul,tue,68.0,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
45,unemployed,married,basic.4y,no,yes,yes,telephone,jun,fri,264.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
55,retired,married,high.school,no,yes,no,cellular,jun,fri,136.0,3.0,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,no
30,admin,married,university.degree,unknown,no,no,cellular,aug,mon,313.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
82,housemaid,divorced,basic.4y,no,no,no,cellular,jul,wed,316.0,1.0,999,0,nonexistent,-1.7,94.215,-40.3,0.881,4991.6,yes
55,unknown,married,basic.4y,no,yes,no,cellular,jul,thu,1298.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
39,entrepreneur,married,basic.9y,no,no,no,telephone,may,tue,157.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,technician,married,basic.9y,no,yes,no,telephone,may,fri,1135.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
33,blue-collar,single,basic.4y,no,no,no,cellular,nov,fri,60.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
39,admin,single,unknown,no,no,no,cellular,nov,fri,188.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
37,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri,97.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
28,technician,single,professional.course,no,yes,no,cellular,aug,thu,78.0,3.0,999,0,nonexistent,-2.9,92.201,-31.4,0.851,5076.2,yes
41,technician,divorced,university.degree,no,yes,yes,cellular,aug,fri,116.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
39,admin,married,university.degree,no,no,no,telephone,may,tue,160.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,51.0,5.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,housemaid,married,basic.9y,no,yes,yes,cellular,nov,mon,272.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
46,technician,married,professional.course,no,yes,no,cellular,nov,mon,61.0,1.0,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
38,technician,married,professional.course,no,no,no,cellular,mar,thu,119.0,1.0,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,no
54,technician,single,high.school,no,yes,no,cellular,nov,fri,32.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
25,admin,single,basic.9y,no,no,no,cellular,jul,thu,18.0,29.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
37,admin,married,university.degree,no,no,yes,cellular,dec,mon,206.0,2.0,6,1,success,-3.0,92.713,-33,0.706,5023.5,yes
28,self-employed,single,basic.9y,no,no,no,telephone,may,tue,125.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
53,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,446.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
58,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,tue,451.0,2.0,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
31,admin,single,high.school,no,no,no,telephone,may,thu,132.0,22.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
42,services,married,high.school,no,yes,no,telephone,jun,fri,174.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
37,blue-collar,married,professional.course,no,yes,no,cellular,jul,mon,340.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37,self-employed,divorced,university.degree,no,no,no,cellular,may,wed,143.0,3.0,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
24,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,61.0,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
33,technician,married,professional.course,no,yes,no,telephone,jul,mon,9.0,17.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
59,technician,married,professional.course,no,yes,no,telephone,may,fri,1438.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
60,retired,married,basic.4y,no,no,no,cellular,oct,mon,82.0,1.0,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,no
31,admin,married,university.degree,no,no,no,cellular,aug,wed,209.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
38,technician,married,professional.course,no,no,no,telephone,may,tue,101.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
35,unknown,single,high.school,unknown,yes,no,cellular,jul,thu,277.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
26,admin,single,university.degree,no,no,no,telephone,aug,mon,1087.0,1.0,3,1,success,-1.7,94.027,-38.3,0.904,4991.6,yes
52,retired,married,university.degree,no,no,no,cellular,nov,mon,147.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
35,blue-collar,married,basic.9y,no,no,yes,telephone,jun,mon,782.0,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
42,admin,divorced,university.degree,no,no,no,telephone,may,wed,232.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
46,unemployed,divorced,basic.9y,no,yes,no,telephone,jun,tue,231.0,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
40,technician,married,professional.course,no,no,no,telephone,jun,mon,92.0,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
58,admin,married,university.degree,no,no,no,cellular,aug,mon,129.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
52,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,156.0,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
30,admin,divorced,university.degree,no,no,yes,cellular,nov,tue,198.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
44,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,135.0,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
53,services,married,high.school,unknown,yes,no,telephone,may,mon,107.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,management,single,university.degree,no,no,no,telephone,jun,thu,27.0,7.0,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
43,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,272.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,services,single,high.school,no,yes,no,cellular,aug,fri,308.0,6.0,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,yes
43,management,married,basic.9y,no,yes,no,cellular,aug,fri,180.0,1.0,6,2,failure,-2.9,92.201,-31.4,0.869,5076.2,no
57,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,tue,47.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
37,admin,single,university.degree,no,no,no,cellular,oct,fri,416.0,2.0,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes
32,technician,married,university.degree,no,no,no,cellular,aug,thu,137.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
40,admin,single,professional.course,no,yes,no,cellular,may,tue,43.0,1.0,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
41,blue-collar,single,unknown,unknown,no,no,telephone,jun,mon,780.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
46,technician,divorced,university.degree,no,no,no,telephone,jun,fri,1288.0,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
33,services,single,high.school,no,yes,no,cellular,may,thu,367.0,2.0,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
49,management,divorced,university.degree,no,no,no,telephone,may,fri,170.0,7.0,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
52,management,married,high.school,no,no,no,cellular,aug,tue,408.0,1.0,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes
31,admin,single,university.degree,no,yes,no,cellular,may,mon,244.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
32,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,261.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
37,admin,single,university.degree,no,no,no,cellular,aug,wed,125.0,11.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
45,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,76.0,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
39,blue-collar,divorced,basic.6y,unknown,yes,yes,telephone,may,wed,32.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
28,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,489.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
45,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jul,fri,168.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
33,admin,married,university.degree,unknown,yes,no,cellular,nov,thu,386.0,2.0,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
37,technician,married,professional.course,no,yes,no,telephone,may,fri,834.0,9.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,entrepreneur,single,university.degree,no,yes,no,cellular,may,thu,87.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
39,services,married,basic.9y,no,yes,no,telephone,may,tue,322.0,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
31,admin,single,university.degree,no,yes,yes,telephone,aug,tue,115.0,2.0,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
41,management,married,high.school,no,yes,no,cellular,may,mon,180.0,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
55,admin,married,high.school,no,no,no,telephone,oct,mon,317.0,2.0,10,3,success,-1.1,94.601,-49.5,0.977,4963.6,no
49,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,135.0,1.0,999,2,failure,-1.8,92.893,-46.2,1.266,5099.1,no
36,admin,divorced,university.degree,unknown,yes,no,cellular,jul,thu,187.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
26,admin,married,high.school,no,no,no,telephone,jun,fri,120.0,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
46,admin,married,university.degree,unknown,no,no,cellular,aug,tue,55.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,management,divorced,university.degree,no,yes,no,cellular,jul,tue,543.0,9.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
40,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,504.0,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,admin,married,university.degree,no,yes,no,telephone,may,tue,47.0,5.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,housemaid,married,professional.course,no,yes,no,cellular,jul,thu,351.0,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
51,technician,married,professional.course,no,yes,yes,cellular,aug,thu,246.0,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
41,services,divorced,basic.9y,no,yes,no,telephone,jun,thu,163.0,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
42,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,326.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,services,married,high.school,no,no,no,telephone,may,thu,175.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,technician,single,professional.course,unknown,unknown,unknown,telephone,jun,mon,51.0,4.0,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
46,services,married,high.school,no,yes,no,cellular,aug,tue,183.0,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,technician,divorced,professional.course,no,no,no,telephone,may,wed,85.0,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
68,retired,divorced,professional.course,no,yes,no,cellular,oct,tue,418.0,2.0,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,yes
41,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,69.0,1.0,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
32,admin,single,university.degree,no,yes,no,cellular,aug,tue,460.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
29,admin,single,university.degree,no,no,no,cellular,may,tue,245.0,6.0,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
36,admin,married,university.degree,no,yes,no,cellular,may,tue,196.0,1.0,999,0,nonexistent,-1.8,93.876,-40,0.697,5008.7,yes
37,admin,single,university.degree,no,yes,no,cellular,aug,fri,212.0,7.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
57,technician,married,high.school,unknown,no,no,cellular,aug,fri,784.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
40,blue-collar,single,basic.6y,unknown,no,no,telephone,may,thu,201.0,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,admin,married,university.degree,no,no,no,cellular,aug,mon,147.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
33,unemployed,divorced,professional.course,no,yes,no,cellular,aug,mon,151.0,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
53,management,married,university.degree,no,yes,yes,telephone,aug,fri,81.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
56,management,married,university.degree,no,yes,no,cellular,jul,tue,90.0,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
33,management,married,professional.course,no,no,no,cellular,may,thu,578.0,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
48,admin,divorced,basic.9y,no,no,no,cellular,jul,tue,1424.0,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
38,self-employed,married,university.degree,unknown,no,no,telephone,jun,mon,96.0,10.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
22,student,single,high.school,no,no,no,cellular,aug,thu,53.0,2.0,3,1,success,-2.9,92.201,-31.4,0.873,5076.2,no
50,admin,divorced,university.degree,no,yes,no,cellular,aug,tue,23.0,9.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
58,retired,married,professional.course,no,no,no,cellular,nov,wed,577.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
56,retired,married,professional.course,no,yes,no,cellular,aug,mon,202.0,5.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
53,self-employed,divorced,university.degree,no,no,no,cellular,jul,mon,397.0,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
41,admin,married,university.degree,unknown,yes,no,cellular,may,fri,114.0,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
80,retired,divorced,basic.4y,no,no,yes,cellular,dec,fri,720.0,5.0,999,1,failure,-3.0,92.713,-33,0.718,5023.5,no
50,management,married,university.degree,no,yes,no,telephone,apr,fri,198.0,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
33,services,single,high.school,no,yes,no,telephone,may,thu,789.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29,technician,single,university.degree,no,no,yes,cellular,nov,thu,57.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
45,self-employed,single,basic.9y,no,yes,no,cellular,apr,wed,156.0,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
22,blue-collar,single,basic.6y,unknown,unknown,unknown,telephone,may,tue,270.0,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
34,admin,divorced,university.degree,no,yes,no,cellular,may,tue,25.0,4.0,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
35,admin,married,university.degree,no,yes,no,cellular,nov,mon,690.0,1.0,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
46,admin,single,high.school,no,no,no,cellular,aug,thu,329.0,2.0,9,4,failure,-1.7,94.027,-38.3,0.904,4991.6,no
47,blue-collar,married,unknown,unknown,yes,no,cellular,aug,thu,227.0,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33,admin,single,high.school,no,yes,no,cellular,aug,tue,195.0,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
51,admin,married,university.degree,no,no,no,cellular,nov,tue,104.0,2.0,1,1,success,-0.1,93.2,-42,4.153,5195.8,no
